id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
5026,NZCH,large_airport,Christchurch International Airport,-43.48939895629883,172.53199768066406,123.0,OC,NZ,NZ-CAN,Christchurch,yes,NZCH,CHC,,http://www.christchurchairport.co.nz/,https://en.wikipedia.org/wiki/Christchurch_International_Airport,
5063,NZWN,large_airport,Wellington International Airport,-41.3272018433,174.804992676,41.0,OC,NZ,NZ-WGN,Wellington,yes,NZWN,WLG,,http://www.wellingtonairport.co.nz/,https://en.wikipedia.org/wiki/Wellington_International_Airport,
5079,OBBI,large_airport,Bahrain International Airport,26.267295,50.63764,6.0,AS,BH,BH-15,Manama,yes,OBBI,BAH,,https://www.bahrainairport.bh/,https://en.wikipedia.org/wiki/Bahrain_International_Airport,مطار البحرين الدولي
5087,OEDF,large_airport,King Fahd International Airport,26.471201,49.797901,72.0,AS,SA,SA-04,Ad Dammam,yes,OEDF,DMM,,https://kfia.gov.sa/,https://en.wikipedia.org/wiki/King_Fahd_International_Airport,
5089,OEDR,large_airport,King Abdulaziz Air Base,26.2654,50.152,84.0,AS,SA,SA-04,Dhahran,no,OEDR,DHA,,,https://en.wikipedia.org/wiki/King_Abdulaziz_Air_Base,"Dhahran international Airport, Dhahran Air Base, Dhahran Airport, Dhahran Airfield"
5097,OEJN,large_airport,King Abdulaziz International Airport,21.6796,39.156502,48.0,AS,SA,SA-02,Jeddah,yes,OEJN,JED,,http://www.jed-airport.com/,https://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport,"Mecca, Hajj"
5101,OEMA,large_airport,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,2151.0,AS,SA,SA-03,Medina,yes,OEMA,MED,,http://www.tibahairports.com/en-EN/Pages/Main.aspx,https://en.wikipedia.org/wiki/Prince_Mohammad_Bin_Abdulaziz_Airport,Medinah
5112,OERK,large_airport,King Khaled International Airport,24.9576,46.698799,2049.0,AS,SA,SA-01,Riyadh,yes,OERK,RUH,,https://www.kkia.sa/en/Pages/default.aspx,https://en.wikipedia.org/wiki/King_Khalid_International_Airport,Riyad
5166,OIIE,large_airport,Imam Khomeini International Airport,35.416099548339844,51.15219879150391,3305.0,AS,IR,IR-23,Tehran,yes,OIIE,IKA,,http://www.ikia.ir/,https://en.wikipedia.org/wiki/Imam_Khomeini_International_Airport,Ahmadabad
5168,OIII,large_airport,Mehrabad International Airport,35.68920135498047,51.31340026855469,3962.0,AS,IR,IR-23,Tehran,yes,OIII,THR,,,https://en.wikipedia.org/wiki/Mehrabad_International_Airport,
5183,OIMM,large_airport,Mashhad International Airport,36.235198974609375,59.64099884033203,3263.0,AS,IR,IR-09,Mashhad,yes,OIMM,MHD,,,https://en.wikipedia.org/wiki/Mashhad_International_Airport,Shahid Hashemi Nejad Airport
5197,OISS,large_airport,Shiraz Shahid Dastghaib International Airport,29.5392,52.589802,4927.0,AS,IR,IR-07,Shiraz,yes,OISS,SYZ,,http://shirazairport.ir/,https://en.wikipedia.org/wiki/Shiraz_International_Airport,
5212,OJAI,large_airport,Queen Alia International Airport,31.7226009369,35.9931983948,2395.0,AS,JO,JO-AM,Amman,yes,OJAI,AMM,,,https://en.wikipedia.org/wiki/Queen_Alia_International_Airport,
5220,OKBK,large_airport,Kuwait International Airport,29.226601,47.968899,206.0,AS,KW,KW-FA,Kuwait City,yes,OKKK,KWI,,https://www.kuwaitairport.gov.kw/en/,https://en.wikipedia.org/wiki/Kuwait_International_Airport,"OKBK, Al Mubarak Air Base"
5222,OLBA,large_airport,Beirut Rafic Hariri International Airport,33.820899963378906,35.488399505615234,87.0,AS,LB,LB-JL,Beirut,yes,OLBA,BEY,,http://www.beirutairport.gov.lb/,https://en.wikipedia.org/wiki/Beirut_Rafic_Hariri_International_Airport,"Chaldea, Beirut Air Base, مطار بيروت رفيق الحريري الدولي"
299738,OM-0003,large_airport,Duqm International Airport,19.501944,57.634167,364.0,AS,OM,OM-WU,Duqm,yes,OODQ,DQM,,http://www.omanairports.com/,https://en.wikipedia.org/wiki/Duqm_Jaaluni_Airport,
5226,OMAA,large_airport,Zayed International Airport,24.443764,54.651718,88.0,AS,AE,AE-AZ,Abu Dhabi,yes,OMAA,AUH,,http://www.abudhabiairport.ae/,https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport,Abu Dhabi International
5235,OMDB,large_airport,Dubai International Airport,25.2527999878,55.3643989563,62.0,AS,AE,AE-DU,Dubai,yes,OMDB,DXB,,http://www.dubaiairport.com/dia/english/home/,https://en.wikipedia.org/wiki/Dubai_International_Airport,مطار دبي الدولي‎
300320,OMDW,large_airport,Al Maktoum International Airport,24.896356,55.161389,114.0,AS,AE,AE-DU,Jebel Ali,yes,OMDW,DWC,,https://www.dubaiairports.ae/,https://en.wikipedia.org/wiki/Al_Maktoum_International_Airport,
5239,OMSJ,large_airport,Sharjah International Airport,25.3286,55.5172,111.0,AS,AE,AE-SH,Sharjah,yes,OMSJ,SHJ,,https://www.sharjahairport.ae/en/,https://en.wikipedia.org/wiki/Sharjah_International_Airport,
5242,OOMS,large_airport,Muscat International Airport,23.5933,58.284401,48.0,AS,OM,OM-MA,Muscat,yes,OOMS,MCT,,https://www.muscatairport.co.om/,https://en.wikipedia.org/wiki/Seeb_International_Airport,"Seeb International Airport, Masqat"
333692,OPIS,large_airport,Islamabad International Airport,33.549,72.82566,1761.0,AS,PK,PK-PB,Attock,yes,OPIS,ISB,,http://www.islamabadairport.com.pk/,https://en.wikipedia.org/wiki/Islamabad_International_Airport,
5255,OPKC,large_airport,Jinnah International Airport,24.9065,67.160797,100.0,AS,PK,PK-SD,Karachi,yes,OPKC,KHI,,,https://en.wikipedia.org/wiki/Jinnah_International_Airport,"OPQR, OPHQ, Drigh Road Airstrip, Quaid-E-Azam International Airport"
5257,OPLA,large_airport,Allama Iqbal International Airport,31.521601,74.403603,712.0,AS,PK,PK-PB,Lahore,yes,OPLA,LHE,,,https://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport,OPLR
5289,ORBI,large_airport,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,114.0,AS,IQ,IQ-BG,Baghdad,yes,ORBI,BGW,,,https://en.wikipedia.org/wiki/Baghdad_International_Airport,"SDA, BIAP, VBC, ORBS, Camp Sather, Saddam International Airport, Al Anbar Airport"
5303,OSDI,large_airport,Damascus International Airport,33.4114990234375,36.51559829711914,2020.0,AS,SY,SY-DI,Damascus,yes,OSDI,DAM,,,https://en.wikipedia.org/wiki/Damascus_International_Airport,مطار دمشق الدولي
44686,OTHH,large_airport,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,yes,OTHH,DOH,,http://dohahamadairport.com/,https://en.wikipedia.org/wiki/Hamad_International_Airport,New Doha International Airport
5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.179004,-149.992561,152.0,,US,US-AK,Anchorage,yes,PANC,ANC,ANC,https://dot.alaska.gov/anc/,https://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,
5433,PGUM,large_airport,Antonio B. Won Pat International Airport,13.4834,144.796005,298.0,OC,GU,GU-U-A,Hagåtña,yes,PGUM,GUM,GUM,http://www.guamairport.com/,https://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,Agana
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13.0,OC,US,US-HI,Honolulu,yes,PHNL,HNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International"
5455,PHOG,large_airport,Kahului International Airport,20.896263,-156.431837,54.0,,US,US-HI,Kahului,yes,PHOG,OGG,OGG,https://airports.hawaii.gov/ogg/,https://en.wikipedia.org/wiki/Kahului_Airport,
5516,RCKH,large_airport,Kaohsiung International Airport,22.577101,120.349998,31.0,AS,TW,TW-KHH,Kaohsiung (Xiaogang),yes,RCKH,KHH,,http://www.kia.gov.tw/english/e_index.asp,https://en.wikipedia.org/wiki/Kaohsiung_International_Airport,"Siaogang International Airport, 高雄國際航空站, 小港國際機場"
5528,RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taoyuan,yes,RCTP,TPE,,http://www.taoyuan-airport.com/,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%A1%83%E5%9C%92%E5%9C%8B%E9%9A%9B%E6%A9%9F%E5%A0%B4,"Taoyuan County, Dayuan District. 臺灣桃園國際機場"
5531,RJAA,large_airport,Narita International Airport,35.764702,140.386002,141.0,AS,JP,JP-12,Narita,yes,RJAA,NRT,,https://www.narita-airport.jp/en/,https://en.wikipedia.org/wiki/Narita_International_Airport,"TYO, Tokyo, Tokyo Narita Airport, New Tokyo International Airport"
5536,RJBB,large_airport,Kansai International Airport,34.427299,135.244003,26.0,AS,JP,JP-27,Osaka,yes,RJBB,KIX,,http://www.kansai-airport.or.jp/en/index.asp,https://en.wikipedia.org/wiki/Kansai_International_Airport,OSA
5544,RJCC,large_airport,New Chitose Airport,42.7752,141.692001,82.0,AS,JP,JP-01,Sapporo,yes,RJCC,CTS,,http://www.new-chitose-airport.jp/language/english/,https://en.wikipedia.org/wiki/New_Chitose_Airport,
5564,RJFF,large_airport,Fukuoka Airport,33.585899353027344,130.4510040283203,32.0,AS,JP,JP-40,Fukuoka,yes,RJFF,FUK,,http://www.fuk-ab.co.jp/english/frame_index.html,https://en.wikipedia.org/wiki/Fukuoka_Airport,Itazuke Air Base
5566,RJFK,large_airport,Kagoshima Airport,31.8034,130.718994,906.0,AS,JP,JP-46,Kagoshima,yes,RJFK,KOJ,,https://www.koj-ab.co.jp/en/,https://en.wikipedia.org/wiki/Kagoshima_Airport,
5576,RJGG,large_airport,Chubu Centrair International Airport,34.858398,136.804993,15.0,AS,JP,JP-23,Tokoname,yes,RJGG,NGO,,https://www.centrair.jp/en/index.html,https://en.wikipedia.org/wiki/Ch%C5%ABbu_Centrair_International_Airport,
5598,RJOO,large_airport,Osaka International Airport,34.7855,135.438004,50.0,AS,JP,JP-27,Osaka,yes,RJOO,ITM,,https://www.osaka-airport.co.jp/en/,https://en.wikipedia.org/wiki/Osaka_International_Airport,"OSA, Itami"
5615,RJSS,large_airport,Sendai Airport,38.139702,140.917007,15.0,AS,JP,JP-04,Natori,yes,RJSS,SDJ,,,https://en.wikipedia.org/wiki/Sendai_Airport,
5627,RJTT,large_airport,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,yes,RJTT,HND,,http://www.haneda-airport.jp/,https://en.wikipedia.org/wiki/Tokyo_International_Airport,"TYO, Haneda"
5629,RJTY,large_airport,Yokota Air Base,35.748501,139.348007,463.0,AS,JP,JP-13,Fussa,no,RJTY,OKO,,,https://en.wikipedia.org/wiki/Yokota_Air_Base,
302303,RKJB,large_airport,Muan International Airport,34.991406,126.382814,35.0,AS,KR,KR-46,Muan (Piseo-ri),yes,RKJB,MWX,,http://muan.airport.co.kr/doc/muan_eng/,https://en.wikipedia.org/wiki/Muan_International_Airport,"Gwangju, Mokpo, Muan, MWX, RKJB"
5639,RKPC,large_airport,Jeju International Airport,33.512058,126.492548,118.0,AS,KR,KR-49,Jeju City,yes,RKPC,CJU,,https://www.airport.co.kr/jejueng/index.do,https://en.wikipedia.org/wiki/Jeju_International_Airport,
5642,RKPK,large_airport,Gimhae International Airport,35.179501,128.938004,6.0,AS,KR,KR-26,Busan,yes,RKPK,PUS,,https://www.airport.co.kr/gimhaeeng/index.do,https://en.wikipedia.org/wiki/Gimhae_International_Airport,"김해국제공항, 金海國際空港, Kimhae, Pusan"
5653,RKSI,large_airport,Incheon International Airport,37.469101,126.450996,23.0,AS,KR,KR-28,Seoul,yes,RKSI,ICN,,https://www.airport.kr/ap/en/index.do,https://en.wikipedia.org/wiki/Incheon_International_Airport,
5656,RKSS,large_airport,Gimpo International Airport,37.5583,126.791,59.0,AS,KR,KR-11,Seoul,yes,RKSS,GMP,,http://gimpo.airport.co.kr/eng/index.jsp,https://en.wikipedia.org/wiki/Gimpo_International_Airport,
5671,ROAH,large_airport,Naha Airport / JASDF Naha Air Base,26.195801,127.646004,12.0,AS,JP,JP-47,Naha,yes,ROAH,OKA,,http://www.naha-airport.co.jp/,https://en.wikipedia.org/wiki/Naha_Airport,"那覇空港, Naha Kūkō?, AHA, Naha AFB"
5673,RODN,large_airport,Kadena Air Base,26.351667,127.769444,143.0,AS,JP,JP-47,,no,RODN,DNA,,,https://en.wikipedia.org/wiki/Kadena_Air_Base,
5689,RPLL,large_airport,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-00,Manila (Pasay),yes,RPLL,MNL,,,https://en.wikipedia.org/wiki/Ninoy_Aquino_International_Airport,"Manila International Airport, Jesus Villamor Air Base"
5697,RPMD,large_airport,Francisco Bangoy International Airport,7.12552,125.646004,96.0,AS,PH,PH-DAS,Davao,yes,RPMD,DVO,,,https://en.wikipedia.org/wiki/Francisco_Bangoy_International_Airport,Davao International Airport
5742,RPVM,large_airport,Mactan Cebu International Airport,10.309261,123.97974,31.0,AS,PH,PH-CEB,Lapu-Lapu City,yes,RPVM,CEB,,http://www.mactan-cebuairport.com.ph/,https://en.wikipedia.org/wiki/Mactan-Cebu_International_Airport,"Mactan Air Base, Opon Airfield"
41136,RU-0016,large_airport,Lipetsk Air Base,52.634998,39.445,636.0,EU,RU,RU-LIP,Lipetsk,no,,,XUWL,,https://en.wikipedia.org/wiki/Lipetsk_Air_Base,"ЬУВЛ, Липецк-2"
5771,SABE,large_airport,Jorge Newbery Airpark,-34.5592,-58.4156,18.0,SA,AR,AR-C,Buenos Aires,yes,SABE,AEP,AER,,https://en.wikipedia.org/wiki/Aeroparque_Jorge_Newbery,
5781,SAEZ,large_airport,Minister Pistarini International Airport,-34.8222,-58.5358,67.0,SA,AR,AR-B,Buenos Aires (Ezeiza),yes,SAEZ,EZE,EZE,http://www.aa2000.com.ar/index.php,https://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,"BUE, Ezeiza"
5867,SBBE,large_airport,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.379279,-48.476207,54.0,SA,BR,BR-PA,Belém,yes,SBBE,BEL,PA0001,http://www.infraero.gov.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html,https://en.wikipedia.org/wiki/Val_de_Cans_International_Airport,
5872,SBBR,large_airport,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,3497.0,SA,BR,BR-DF,Brasília,yes,SBBR,BSB,DF0001,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,https://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,
5882,SBCF,large_airport,Tancredo Neves International Airport,-19.63571,-43.966928,2721.0,SA,BR,BR-MG,Belo Horizonte,yes,SBCF,CNF,MG0001,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,https://en.wikipedia.org/wiki/Tancredo_Neves_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207
5897,SBEG,large_airport,Eduardo Gomes International Airport,-3.03861,-60.049702,264.0,SA,BR,BR-AM,Manaus,yes,SBEG,MAO,AM0001,https://airport-manaus.com.br/,https://en.wikipedia.org/wiki/Eduardo_Gomes_International_Airport,
5901,SBFL,large_airport,Hercílio Luz International Airport,-27.670279,-48.552502,16.0,SA,BR,BR-SC,Florianópolis,yes,SBFL,FLN,SC0001,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,https://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228
5905,SBFZ,large_airport,Pinto Martins International Airport,-3.775833,-38.532222,83.0,SA,BR,BR-CE,Fortaleza,yes,SBFZ,FOR,CE0001,https://fortaleza-airport.com.br/en,https://en.wikipedia.org/wiki/Pinto_Martins_International_Airport,
5906,SBGL,large_airport,Rio Galeão – Tom Jobim International Airport,-22.809999,-43.250557,28.0,SA,BR,BR-RJ,Rio De Janeiro,yes,SBGL,GIG,RJ0001,https://www.riogaleao.com/passageiros,https://en.wikipedia.org/wiki/Rio_de_Janeiro-Gale%C3%A3o_International_Airport,Galeão - Antônio Carlos Jobim International Airport
5910,SBGR,large_airport,Guarulhos - Governador André Franco Montoro International Airport,-23.431944,-46.467778,2461.0,SA,BR,BR-SP,São Paulo,yes,SBGR,GRU,SP0002,http://www.aeroportoguarulhos.net/,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo-Guarulhos_International_Airport,Cumbica
5961,SBPS,large_airport,Porto Seguro Airport,-16.438426,-39.080584,169.0,SA,BR,BR-BA,Porto Seguro,yes,SBPS,BPS,BA0002,http://www.aeroportoportoseguro.com.br/,https://en.wikipedia.org/wiki/Porto_Seguro_Airport,
5977,SBSV,large_airport,Deputado Luiz Eduardo Magalhães International Airport,-12.908611,-38.322498,64.0,SA,BR,BR-BA,Salvador,yes,SBSV,SSA,BA0001,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-salvador-dep-luis-eduardo-magalhaes/web,https://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport,Dois de Julho
5998,SBVT,large_airport,Eurico de Aguiar Salles Airport,-20.258,-40.285,34.0,SA,BR,BR-ES,Vitória,yes,SBVT,VIX,ES0001,https://vitoria-airport.com.br,https://en.wikipedia.org/wiki/Eurico_de_Aguiar_Salles_Airport,
6015,SCEL,large_airport,Comodoro Arturo Merino Benítez International Airport,-33.393001556396484,-70.78579711914062,1555.0,SA,CL,CL-RM,Santiago,yes,SCEL,SCL,,http://www.aeropuertosantiago.cl/ingles/index.php,https://en.wikipedia.org/wiki/Comodoro_Arturo_Merino_Ben%C3%ADtez_International_Airport,
6056,SEGU,large_airport,José Joaquín de Olmedo International Airport,-2.15742,-79.883598,19.0,SA,EC,EC-G,Guayaquil,yes,SEGU,GYE,,,https://en.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo_International_Airport,Simon Bolivar International Airport
308273,SEQM,large_airport,Mariscal Sucre International Airport,-0.125399,-78.354306,7841.0,SA,EC,EC-P,Quito,yes,SEQM,UIO,UIO,https://www.aeropuertoquito.aero/?lang=en,https://en.wikipedia.org/wiki/Mariscal_Sucre_International_Airport,Nuevo Aeropuerto Internacional Mariscal Sucre
6088,SGAS,large_airport,Silvio Pettirossi International Airport.,-25.240156,-57.519227,292.0,SA,PY,PY-11,Asunción,yes,SGAS,ASU,,,https://en.wikipedia.org/wiki/Silvio_Pettirossi_International_Airport,"Luque, Stroessner, Aeropuerto Internacional Silvio Pettirossi"
29851,SGEN,large_airport,Aeropuerto Internacional Tte. Amin Ayub González,-27.221691,-55.833807,659.0,SA,PY,PY-7,Encarnación,yes,SGEN,ENO,,,https://en.wikipedia.org/wiki/Teniente_Amin_Ayub_Gonzalez_Airport,
6091,SGES,large_airport,Aeropuerto Internacional Guaraní,-25.457186,-54.839544,846.0,SA,PY,PY-10,Ciudad del Este,yes,SGES,AGT,,,https://en.wikipedia.org/wiki/Guarani_International_Airport,
6093,SGME,large_airport,Aeropuerto Internacional Dr. Luis Maria Argaña,-22.033912,-60.618964,553.0,SA,PY,PY-19,Mariscal Estigarribia,no,SGME,ESG,,,https://en.wikipedia.org/wiki/Dr._Luis_Maria_Arga%C3%B1a_International_Airport,
6104,SKBO,large_airport,El Dorado International Airport,4.70159,-74.1469,8361.0,SA,CO,CO-DC,Bogota,yes,SKBO,BOG,BOG,https://eldorado.aero/,https://en.wikipedia.org/wiki/El_Dorado_International_Airport,Cundinamarca
6193,SLVR,large_airport,Viru Viru International Airport,-17.6448,-63.135399,1224.0,SA,BO,BO-S,Santa Cruz,yes,SLVR,VVI,,,https://en.wikipedia.org/wiki/Viru_Viru_International_Airport,
6195,SMJP,large_airport,Johan Adolf Pengel International Airport,5.45283,-55.187801,59.0,SA,SR,SR-PR,Zandery,yes,SMJP,PBM,,http://www.japi-airport.com,https://en.wikipedia.org/wiki/Johan_Adolf_Pengel_International_Airport,"Zanderij, JAP International Airport, JAPI Airport, JAPIA, ZY Airport"
6198,SOCA,large_airport,Cayenne – Félix Eboué Airport,4.819964,-52.361326,26.0,SA,GF,GF-CY,Matoury,yes,SOCA,CAY,,,https://en.wikipedia.org/wiki/Cayenne_%E2%80%93_F%C3%A9lix_Ebou%C3%A9_Airport,"Cayenne-Rochambeau, Matoury"
6217,SPIM,large_airport,Jorge Chávez International Airport,-12.0219,-77.114305,113.0,SA,PE,PE-LIM,Lima,yes,SPJC,LIM,,http://www.lap.com.pe/,https://en.wikipedia.org/wiki/Jorge_Ch%C3%A1vez_International_Airport,"SPIM, SPJC"
6243,SPZO,large_airport,Alejandro Velasco Astete International Airport,-13.535699844400002,-71.9387969971,10860.0,SA,PE,PE-CUS,Cusco,yes,SPZO,CUZ,,http://www.corpac.gob.pe/,https://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,
6247,SUMU,large_airport,Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,105.0,SA,UY,UY-CA,Ciudad de la Costa,yes,SUMU,MVD,,,https://en.wikipedia.org/wiki/Carrasco_International_Airport,Montevideo
6255,SVBC,large_airport,General José Antonio Anzoategui International Airport,10.111111,-64.692222,30.0,SA,VE,VE-B,Barcelona,yes,SVBC,BLA,,http://aigdjaa.baer.gob.ve,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Antonio_Anzo%C3%A1tegui_International_Airport,"Barcelona, Puero La Cruz,Lecheria"
6300,SVMI,large_airport,Simón Bolívar International Airport,10.601194,-66.991222,234.0,SA,VE,VE-X,Caracas,yes,SVMI,CCS,,http://www.aeropuerto-maiquetia.com.ve/web/,https://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport,"Maiquetía ""Simón Bolívar"" International Airport"
342096,TAO,large_airport,Qingdao Jiaodong International Airport,36.361953,120.088171,30.0,AS,CN,CN-37,Qingdao (Jiaozhou),yes,ZSQD,TAO,,,https://en.wikipedia.org/wiki/Qingdao_Jiaodong_International_Airport,
6363,TFFF,large_airport,Martinique Aimé Césaire International Airport,14.591,-61.003201,16.0,,MQ,MQ-U-A,Fort-de-France,yes,TFFF,FDF,,http://www.martinique.aeroport.fr/,https://en.wikipedia.org/wiki/Martinique_Aim%C3%A9_C%C3%A9saire_International_Airport,Le Lamentin Airport
6366,TFFR,large_airport,Pointe-à-Pitre Le Raizet International  Airport,16.265301,-61.531799,36.0,,GP,GP-U-A,Pointe-à-Pitre,yes,TFFR,PTP,,http://www.guadeloupe.aeroport.fr/,https://en.wikipedia.org/wiki/Pointe-%C3%A0-Pitre_International_Airport,"Le Raizet, Les Abymes"
6384,TJSJ,large_airport,Luis Munoz Marin International Airport,18.4394,-66.001801,9.0,,PR,PR-U-A,San Juan,yes,TJSJ,SJU,SJU,https://aeropuertosju.com/,https://en.wikipedia.org/wiki/Luis_Mu%C3%B1oz_Mar%C3%ADn_International_Airport,Isla Verde
6389,TLPL,large_airport,Hewanorra International Airport,13.7332,-60.952599,14.0,,LC,LC-11,Vieux Fort,yes,TLPL,UVF,,http://www.slaspa.com/contentPages/view/hewanorra-international-airport,https://en.wikipedia.org/wiki/Hewanorra_International_Airport,
6402,TNCA,large_airport,Queen Beatrix International Airport,12.5014,-70.015198,60.0,,AW,AW-U-A,Oranjestad,yes,TNCA,AUA,,,https://en.wikipedia.org/wiki/Queen_Beatrix_International_Airport,Playa
6403,TNCB,large_airport,Flamingo International Airport,12.131,-68.268501,20.0,,BQ,BQ-U-A,"Kralendijk, Bonaire",yes,TNCB,BON,,,https://en.wikipedia.org/wiki/Flamingo_International_Airport,Bonaire
6404,TNCC,large_airport,Hato International Airport,12.1889,-68.959801,29.0,,CW,CW-U-A,Willemstad,yes,TNCC,CUR,,,https://en.wikipedia.org/wiki/Hato_International_Airport,Curaçao
6406,TNCM,large_airport,Princess Juliana International Airport,18.041,-63.108898,13.0,,SX,SX-U-A,Saint Martin,yes,TNCM,SXM,,https://www.sxmairport.com/,https://en.wikipedia.org/wiki/Princess_Juliana_International_Airport,
324731,TR-0044,large_airport,Çukurova International Airport,36.890908,35.070522,19.0,AS,TR,TR-33,Tarsus,no,LTDB,COV,,,https://en.wikipedia.org/wiki/%C3%87ukurova_International_Airport,
6421,UAAA,large_airport,Almaty International Airport,43.354267,77.042828,2234.0,AS,KZ,KZ-ALA,Almaty,yes,UAAA,ALA,,,https://en.wikipedia.org/wiki/Almaty_International_Airport,Alma Ata
6423,UACC,large_airport,Nursultan Nazarbayev International Airport,51.027035,71.467094,1165.0,AS,KZ,KZ-AST,Astana,yes,UACC,NQZ,,https://www.nn-airport.kz,https://en.wikipedia.org/wiki/Nursultan_Nazarbayev_International_Airport,
6426,UAFM,large_airport,Manas International Airport,43.0612983704,74.4776000977,2058.0,AS,KG,KG-C,Bishkek,yes,UCFM,FRU,,,https://en.wikipedia.org/wiki/Manas_International_Airport,"UAFM, Manas Air Force Base"
6440,UBBB,large_airport,Heydar Aliyev International Airport,40.46749877929688,50.04669952392578,10.0,AS,AZ,AZ-BA,Baku,yes,UBBB,GYD,,http://www.airport-baku.com/,https://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,"BAK, Bina International Airport, Heydər Əliyev adına beynəlxalq hava limanı"
6446,UDYZ,large_airport,Zvartnots International Airport,40.1473007202,44.3959007263,2838.0,AS,AM,AM-ER,Yerevan,yes,UDYZ,EVN,,http://www.aia-zvartnots.aero/,https://en.wikipedia.org/wiki/Zvartnots_International_Airport,"UGEE, Erevan Airport, Erivan Airport, Аэропорт Звартноц, Аэропорт Ереван"
6453,UGTB,large_airport,Tbilisi International Airport,41.669201,44.9547,1624.0,AS,GE,GE-TB,Tbilisi,yes,UGTB,TBS,,http://www.tbilisiairport.com/,https://en.wikipedia.org/wiki/Tbilisi_International_Airport,თბილისის საერთაშორისო აეროპორტი
6462,UHWW,large_airport,Vladivostok International Airport,43.396256,132.148155,59.0,EU,RU,RU-PRI,Artyom,yes,UHWW,VVO,,http://www.vladivostokavia.ru/en/airport/,https://en.wikipedia.org/wiki/Vladivostok_International_Airport,Vladivostok-Knevichi Airport
6467,UKBB,large_airport,Boryspil International Airport,50.345001,30.894699,427.0,EU,UA,UA-32,Boryspil,yes,UKBB,KBP,,https://kbp.aero/en/,https://en.wikipedia.org/wiki/Boryspil_International_Airport,"Borispol, Міжнародний аеропорт ""Бориспіль"", Kyiv"
6481,UKLL,large_airport,Lviv International Airport,49.8125,23.9561,1071.0,EU,UA,UA-46,Lviv,yes,UKLL,LWO,,http://www.airport.lviv.ua/index.php?id=home&L=1,https://en.wikipedia.org/wiki/Lviv_International_Airport,"Міжнародний аеропорт ""Львів"""
6489,ULLI,large_airport,Pulkovo Airport,59.800301,30.262501,78.0,EU,RU,RU-SPE,St. Petersburg,yes,ULLI,LED,,https://pulkovoairport.ru/,https://en.wikipedia.org/wiki/Pulkovo_Airport,"Аэропо́рт Пу́лково, Leningrad, Shosseynaya Airport, Saint Petersburg, Petrograd"
6501,UMMS,large_airport,Minsk National Airport,53.888071,28.039964,670.0,EU,BY,BY-MI,Minsk,yes,UMMS,MSQ,,http://airport.by/en,https://en.wikipedia.org/wiki/Minsk_National_Airport,"Нацыянальны аэрапорт, Minsk 2 Airport"
6506,UNKL,large_airport,Krasnoyarsk International Airport,56.173077,92.492437,942.0,EU,RU,RU-KYA,Krasnoyarsk,yes,UNKL,KJA,,http://www.kja.aero,https://en.wikipedia.org/wiki/Krasnoyarsk_International_Airport,Yemelyanovo
